Date,pm10,no2,so2,soot
7/9/2010,23.2,22.46,6.75,15.53
7/10/2010,25.48,19.61,6.4,13.82
7/11/2010,25.78,19.58,6.04,13.88
7/12/2010,27.98,21.84,6.11,14.94
7/13/2010,33.4,22.88,5.95,13.87
7/14/2010,35.3,25.78,5.49,11.2
7/15/2010,42.55,26.35,5.67,12.06
7/16/2010,47.03,27.84,6.28,14.24
7/17/2010,35.38,22.33,5.98,9.47
7/18/2010,23.54,16.43,5.78,9
7/19/2010,18.32,15.13,6.36,9.71
7/20/2010,29.86,17.68,5.63,13.41
7/21/2010,51.34,24.19,6.13,20.36
7/22/2010,54.06,24.22,6.67,22.21
7/23/2010,72.98,30.59,12.81,25.33
7/24/2010,30.52,16.33,7.41,11.6
7/25/2010,7.06,11.91,5.84,9.87
7/26/2010,11.92,13.96,6.09,10.79
7/27/2010,14.34,15.33,6.43,10.64
7/28/2010,19.3,16.68,6.99,10.81
7/29/2010,19.24,19.49,8.99,11.19
7/30/2010,16.74,17.74,6.69,11.69
7/31/2010,20.6,14.35,6.22,9.88
8/1/2010,17,14.18,6.98,8.31
8/2/2010,31.16,19.23,6.73,8.94
8/3/2010,38.32,21.79,6.79,13.94
8/4/2010,12.68,17.7,6.24,9.47
8/5/2010,27.78,19.27,8.04,10
8/6/2010,33.52,19.44,7.54,9.88
8/7/2010,12.86,14.87,6.69,9.63
8/8/2010,13.7,14.84,6.61,10.56
8/9/2010,15.32,20.61,7.25,10.13
8/10/2010,21.86,20.99,7.18,10
8/11/2010,26.48,21.84,7.98,13.47
8/12/2010,38.94,26.01,8.51,14.31
8/13/2010,74.18,25.43,4.68,10.5
8/14/2010,39.48,20.26,7.55,11.06
8/15/2010,79.08,19.89,6.19,10.44
8/16/2010,39.26,22.52,6.36,10.56
8/17/2010,22.3,23.23,6.64,10.06
8/18/2010,23.42,23.37,6.19,12.13
8/19/2010,34.96,26.6,7.93,13.63
8/20/2010,25.38,24.84,6.69,12.31
8/21/2010,28.07,22,6.85,12.06
8/22/2010,37.05,29.27,8.29,11.38
8/23/2010,35.43,29.7,8.19,11.38
8/24/2010,37.8,30.49,8.89,14.06
8/25/2010,26.62,23.31,6.51,11.53
8/26/2010,30.18,25.54,7.33,12.35
8/27/2010,33.64,26.69,8.13,11.81
8/28/2010,25.16,21.44,6.38,10.63
8/29/2010,24.08,19.89,6.21,10.31
8/30/2010,20.68,23.88,7.66,9.94
8/31/2010,7.82,22.68,6.39,10.63
9/1/2010,10.46,17.71,6.24,12.06
9/2/2010,20.77,22.65,6.88,15.19
9/3/2010,28.26,27.39,8.68,15.25
9/4/2010,25.62,23.95,9.16,11.13
9/5/2010,25.1,23.92,7.52,13.06
9/6/2010,23.1,21.77,7.61,13.19
9/7/2010,32.58,22.97,8.36,15.4
9/8/2010,37.48,30.31,8.38,24.5
9/9/2010,20.8,21.01,8.18,15.47
9/10/2010,30.78,20.94,7.71,20.82
9/11/2010,20.6,18.64,7.69,15.65
9/12/2010,29.68,18.67,9.34,16.12
9/13/2010,30.86,21.36,6.99,20.12
9/14/2010,36.12,20.79,5.64,20.76
9/15/2010,40.74,23.25,7.02,21.53
9/16/2010,43.02,29.77,8.66,30.81
9/17/2010,44.54,37.15,16.54,32.75
9/18/2010,19.37,20.42,6.77,19.38
9/19/2010,11.66,16.44,5.34,19.25
9/20/2010,20.98,27.22,5.96,28.44
9/21/2010,29.15,33.58,9.23,37.75
9/22/2010,38.2,34.85,7.55,36.81
9/23/2010,36.65,32.02,14.21,23.25
9/24/2010,28.52,21.53,8.46,13
9/25/2010,26.7,15.45,7.99,12.5
9/26/2010,12.3,16.58,6.67,11.06
9/27/2010,19.24,24.51,9.64,17.94
9/28/2010,24.53,23.47,7.57,16.06
9/29/2010,14.28,18.38,6.9,14.4
9/30/2010,21.2,21.74,6.81,16.29
10/1/2010,34.25,26.47,13.36,14.69
10/2/2010,32.8,22.54,10.24,12.06
10/3/2010,32.48,16.49,8.07,11.19
10/4/2010,19.37,13.61,7.03,10.06
10/5/2010,16.04,12.84,7.15,9.8
10/6/2010,9.04,13.5,8.68,9.13
10/7/2010,26.9,13.99,14.53,11.29
10/8/2010,44.98,27.07,12.57,20.94
10/9/2010,41.05,24.59,15.4,16.76
10/10/2010,66.5,29.19,15.86,20.94
10/11/2010,103.74,53.88,25.86,27.88
10/12/2010,116.82,43.74,27.52,28.94
10/13/2010,82.14,40.73,24.91,22.71
10/14/2010,41.64,24.93,23.12,11.35
10/15/2010,47.22,29.96,14.2,13.35
10/16/2010,66.22,28.72,12.38,12.53
10/17/2010,48.3,25.07,12.14,11.24
10/18/2010,28.68,24.3,13.76,11.94
10/19/2010,20.52,17.99,10.09,11.53
10/20/2010,18.45,19.59,9.29,11.82
10/21/2010,35.68,31.76,11.71,12.31
10/22/2010,36.68,26.34,14.56,12.2
10/23/2010,66.08,35.79,18.82,12
10/24/2010,56.34,26.02,15.67,11.93
10/25/2010,36.26,25.09,14.62,13.4
10/26/2010,14.7,19.51,8.62,11.33
10/27/2010,18.42,20.07,8.81,12.6
10/28/2010,48.2,28.29,15.59,17.81
10/29/2010,69.7,35.2,27.03,28.5
10/30/2010,62.98,30.16,24.7,19.88
10/31/2010,41.33,27.41,18.26,15.94
11/1/2010,46.65,28.46,14.65,12.19
11/2/2010,48.37,28.7,11.88,12.41
11/3/2010,92.58,47.13,16.49,33.82
11/4/2010,135.4,71.31,24.53,59.59
11/5/2010,122.2,83.58,27.89,79.41
11/6/2010,106.17,69.17,23.46,65.82
11/7/2010,82.4,42.27,15.25,31.59
11/8/2010,26.15,35.16,9.62,10.76
11/9/2010,14.48,31.29,7.72,11
11/10/2010,20.35,47.46,8.95,9.65
11/11/2010,40.57,54.23,11.32,18.24
11/12/2010,71.15,72.17,26.48,42.06
11/13/2010,84.4,64.94,14.33,52.47
11/14/2010,101.47,79.61,15.29,68.06
11/15/2010,110.98,97.06,16.33,69.12
11/16/2010,69.6,51.65,13.03,35
11/17/2010,56.27,32.67,10.09,16.18
11/18/2010,33.96,43.19,11.89,30.12
11/19/2010,29.39,40.4,9.29,16.59
11/20/2010,54.83,48.34,14.21,18.47
11/21/2010,33.7,28.24,11.66,13.76
11/22/2010,22.51,30.71,9.08,13.76
11/23/2010,29.81,47.41,11.88,20.41
11/24/2010,36.97,44.19,13.66,19.18
11/25/2010,48.61,44.46,19.97,21.41
11/26/2010,37,31.92,15.37,18.06
11/27/2010,51.7,31.79,14.85,18.88
11/28/2010,40.97,24.76,16.99,15.06
11/29/2010,47.04,38.46,14.69,18.29
11/30/2010,34.91,33.31,11.37,18.24
12/1/2010,33.53,18.3,10.62,9
12/2/2010,56.63,29.23,17.36,10.44
12/3/2010,45.21,27.61,18.29,10
12/4/2010,36.67,21.54,7.72,9.18
12/5/2010,44.53,20.73,11.09,9
12/6/2010,33.97,23.59,15.34,11
12/7/2010,74.8,40.84,17.46,23.41
12/8/2010,40,39.62,19.98,19.24
12/9/2010,21.4,26.83,11.51,14.18
12/10/2010,19.48,20.67,9.85,9.87
12/11/2010,22.2,23.19,11.62,13.53
12/12/2010,26.08,25.05,11.48,9.2
12/13/2010,22.8,22.51,11.14,10.12
12/14/2010,24.25,21.87,9.44,9.31
12/15/2010,37.82,34.96,11.03,11.25
12/16/2010,59.74,36.4,23.99,13.25
12/17/2010,102.26,38.68,33.31,16
12/18/2010,65.96,29.32,21.54,13.8
12/19/2010,73.02,36.3,25.69,16.2
12/20/2010,56.74,38.31,23.41,31
12/21/2010,171.83,90.3,37.75,91.31
12/22/2010,53.9,42.88,28.76,21.6
12/23/2010,43.23,32.13,19.66,16.53
12/24/2010,39.47,27.71,15.58,13.86
12/25/2010,16.9,26.1,12.73,11.79
12/26/2010,19.82,21.58,12.57,11.86
12/27/2010,30.85,29.52,15.54,14.62
12/28/2010,59.78,38.34,24.23,23.29
12/29/2010,158.7,52.96,39.01,39.4
12/30/2010,185.18,58.46,64.05,29.33
12/31/2010,160.5,49.33,65.93,14.44
1/1/2011,212.86,52.11,73.42,16
1/2/2011,137.24,37.94,41.13,13.29
1/3/2011,76.57,28.71,20.59,8.35
1/4/2011,75.76,26.32,29.69,14.44
1/5/2011,132.62,35.3,38.61,23.39
1/6/2011,46.15,23.19,35.39,14.67
1/7/2011,95.08,32.95,36.76,24.94
1/8/2011,118.8,52.49,42.86,53.17
1/9/2011,76.28,45.56,38.05,39.33
1/10/2011,122.33,56.33,33.85,35.61
1/11/2011,75.21,25.65,24.62,16.5
1/12/2011,55.79,29.36,20.69,15.78
1/13/2011,96.56,44.58,28.25,29.28
1/14/2011,94.83,55.06,31.84,35.58
1/15/2011,68.63,39.95,25.15,26.95
1/16/2011,55.03,40.22,21.68,25
1/17/2011,118.71,55.34,31.78,48.17
1/18/2011,104.07,37.47,20.72,27.61
1/19/2011,48.28,27.45,21.58,11.83
1/20/2011,32.1,27.35,12.18,11.11
1/21/2011,24.72,26.51,13.21,11.78
1/22/2011,17.65,20.14,12.2,8.63
1/23/2011,36.05,22.11,15.01,12.94
1/24/2011,53.6,31.28,18.57,20.26
1/25/2011,70.95,34.94,27.77,20.37
1/26/2011,114.82,52.75,40.15,33.53
1/27/2011,111.46,48.64,35.71,24.79
1/28/2011,69.37,31.26,35.61,14.42
1/29/2011,57.77,24.16,26.85,11.37
1/30/2011,99.83,30.28,30.51,20.21
1/31/2011,82.53,36.37,33.09,14
2/1/2011,118.65,43.28,71.34,22.89
2/2/2011,103.42,43.27,123.13,17.63
2/3/2011,95.68,41.73,32.25,27.47
2/4/2011,109.77,45.35,33.52,26.47
2/5/2011,166.48,81.91,49.33,77.11
2/6/2011,146.6,87.84,50.39,86.47
2/7/2011,197.3,138.01,65.77,91.56
2/8/2011,159.12,105.98,59.53,87.56
2/9/2011,63.6,69.4,31.81,60.67
2/10/2011,104.32,53.74,38.57,52
2/11/2011,123.58,73.83,55.66,53.28
2/12/2011,59.4,41.02,27.48,40.44
2/13/2011,67.16,37.43,33.12,32.67
2/14/2011,57.95,36.77,25.03,19.63
2/15/2011,48.08,30.05,21.31,19.79
2/16/2011,36.35,23.9,22.56,13.68
2/17/2011,36.36,24.28,19.54,13.95
2/18/2011,41.38,26.18,24.83,14.89
2/19/2011,39.98,29.62,19.61,18.47
2/20/2011,75.4,21.63,15.77,20.95
2/21/2011,43.03,22.38,29.45,13.68
2/22/2011,56.63,24.01,23.01,20.32
2/23/2011,76,27.6,16.81,22.74
2/24/2011,82.25,25.52,19.34,25.68
2/25/2011,70.07,30.93,21.73,25.16
2/26/2011,88.67,28.64,31.56,29.53
2/27/2011,58.17,27.33,30.46,18
2/28/2011,45.77,29.53,27.86,18.74
3/1/2011,59.4,28.41,30.63,19.79
3/2/2011,45.64,20.46,27.36,15.26
3/3/2011,42.42,23.64,32.01,19.26
3/4/2011,76.26,39.57,43.12,21.74
3/5/2011,75.78,32.76,32.5,21.28
3/6/2011,63.44,24.94,24.45,18.06
3/7/2011,24.84,22.71,21.21,13.44
3/8/2011,53.82,31.7,20.62,18.78
3/9/2011,86.26,49.9,41.68,31.06
3/10/2011,108.88,62.31,65.91,40.79
3/11/2011,113.06,66.02,44.52,37.16
3/12/2011,90.28,53.31,37.8,28.79
3/13/2011,26.95,36.71,24.98,22.16
3/14/2011,34.7,40.03,25.14,18.61
3/15/2011,70.16,44.73,20.54,19.67
3/16/2011,41,36.1,18.64,16.11
3/17/2011,28.2,26.08,18.98,12.06
3/18/2011,33.52,29.28,18.69,10.29
3/19/2011,11.54,23.51,7.87,7.06
3/20/2011,15.16,20.48,7.28,6.76
3/21/2011,45.98,30.34,16.27,10.17
3/22/2011,44.88,32.49,14.08,21.16
3/23/2011,58.18,33.03,14.51,13.63
3/24/2011,51.86,35.79,12.56,14.58
3/25/2011,50.5,45.99,25.65,21.21
3/26/2011,42.36,40.49,16.13,18.47
3/27/2011,41.58,29.74,11.63,13.47
3/28/2011,45.98,38.29,14.3,13.84
3/29/2011,27.9,38.33,12.79,18.63
3/30/2011,38.7,47.83,13.33,17.33
3/31/2011,35.15,40.71,21.92,20.79
4/1/2011,48.26,43.4,14.05,18.42
4/2/2011,46.12,39.46,10.76,17.53
4/3/2011,56.38,41.64,12.02,22.16
4/4/2011,65.74,53.81,23.58,26.11
4/5/2011,33.32,31.27,10.37,14.53
4/6/2011,40.34,33.98,11.96,20.89
4/7/2011,37.38,37.11,10.83,19
4/8/2011,44.7,24.44,9.57,15.42
4/9/2011,47.64,18.78,9.09,12.42
4/10/2011,30.3,20,9.3,10.89
4/11/2011,30.5,30.37,9.11,13.63
4/12/2011,31.88,35.83,10.7,14.63
4/13/2011,14.68,26.64,9.42,11
4/14/2011,11.4,23.04,8.64,9.95
4/15/2011,24.94,28.44,9.85,14.21
4/16/2011,38.58,28.77,11.52,13.95
4/17/2011,42.58,26.54,12.14,15.53
4/18/2011,46.72,40.73,14.24,13.37
4/19/2011,48.8,40.83,11.46,15.47
4/20/2011,51.8,51.53,12.87,18.37
4/21/2011,37.03,40.34,12.46,22.37
4/22/2011,36.83,25.41,11.23,11.74
4/23/2011,25.75,21.59,11.19,9.89
4/24/2011,19.6,17.79,10.34,9.42
4/25/2011,20.08,19.32,8.71,9.37
4/26/2011,18.15,22.35,7.93,9.63
4/27/2011,18.3,25.81,8.81,13.26
4/28/2011,26.68,25.82,13.97,13.94
4/29/2011,28.24,27.34,12.21,15.94
4/30/2011,13.64,29.08,9.78,14.17
5/1/2011,26.73,25.89,10.98,13
5/2/2011,22.36,25.44,9.58,12.33
5/3/2011,25.96,24.36,10.46,14.47
5/4/2011,24.61,28.81,8.68,12.75
5/5/2011,28.44,32.23,8.98,14.56
5/6/2011,29.14,37.8,13.5,16.89
5/7/2011,29.97,35.19,16.09,15.22
5/8/2011,21.28,25.78,10.41,16.94
5/9/2011,33.29,35.36,14.01,16.47
5/10/2011,38.49,43.14,11.56,16.35
5/11/2011,30.42,44.94,10.06,14.88
5/12/2011,35.79,49.35,12.79,16.53
5/13/2011,38.67,50.17,14.15,19.12
5/14/2011,37.11,41.45,14.47,16.82
5/15/2011,31.63,31.5,16.46,11.76
5/16/2011,6.38,25.78,8.81,12.28
5/17/2011,19.86,30.81,8.35,14.5
5/18/2011,41.28,35.95,14.28,16.06
5/19/2011,31.66,31.49,14.5,17.29
5/20/2011,30.7,31.29,13.33,15.88
5/21/2011,47.42,37.71,16.56,19.18
5/22/2011,31.88,25.19,28.15,13.24
5/23/2011,37.24,34.23,11.97,12.06
5/24/2011,47.34,38.07,13.7,13.88
5/25/2011,32.76,33.31,10.61,15.88
5/26/2011,34.18,31,11.7,16.31
5/27/2011,24.96,23.61,11.05,14.93
5/28/2011,29.78,21.85,16.58,14.13
5/29/2011,13.96,22.64,8.14,15.13
5/30/2011,28.96,31.96,11.04,16.29
5/31/2011,33.96,27.18,13.31,17.18
6/1/2011,30.43,28.39,11.54,16.87
6/2/2011,35.7,30.67,8,15.29
6/3/2011,45.02,34.9,8.56,15.65
6/4/2011,52.25,34.35,9.09,16.82
6/5/2011,38.57,29.06,9.98,13.29
6/6/2011,38.55,28.32,6.66,11.78
6/7/2011,35.22,21.15,6.74,11.72
6/8/2011,35.08,22.86,6.01,11.72
6/9/2011,14.13,24.45,6.69,13.83
6/10/2011,26.9,23.79,6.19,10.06
6/11/2011,26.42,23.18,5.86,11.76
6/12/2011,25.55,22.66,6.27,9.94
6/13/2011,24.72,29.09,5.37,9.88
6/14/2011,24.3,26.79,7.62,11.47
6/15/2011,33,23.97,6.64,13.41
6/16/2011,39.1,26.85,5.86,14.65
6/17/2011,39.9,35.82,9.62,21.47
6/18/2011,43.88,35.65,12.82,18.76
6/19/2011,19.8,19.72,8.46,12.41
6/20/2011,16.14,25.78,8.8,12.44
6/21/2011,28.26,29.59,9.99,19.47
6/22/2011,27.4,31.21,8.14,15.47
6/23/2011,29.5,30.46,11.25,15.2
6/24/2011,23.46,24.69,9.61,12.33
6/25/2011,21.88,20.78,5.95,8.07
6/26/2011,22.22,20.37,6.23,8.2
6/27/2011,32.64,24.6,6.61,9.6
6/28/2011,22.43,22.31,7.02,10.27
6/29/2011,31.55,26.72,7.48,14.87
6/30/2011,26.78,20.26,7.98,12.67
7/1/2011,20.76,22.14,6.29,15.4
7/2/2011,22.54,25.35,9.79,13.2
7/3/2011,22.8,26.78,14.43,15.47
7/4/2011,22.84,24.56,10.26,13.38
7/5/2011,20.12,31.52,12.34,15.69
7/6/2011,26.96,28.74,8.62,15.59
7/7/2011,29.81,37.69,10.55,17.41
7/8/2011,33.81,40.25,12.85,16.65
7/9/2011,36.69,29.36,10.74,17.41
7/10/2011,32.39,29.31,9.98,16.12
7/11/2011,39.43,29.75,12.45,17
7/12/2011,28.03,32.13,8.86,15.61
7/13/2011,30.86,30.39,10.69,16.94
7/14/2011,26.66,26.24,11.36,14.22
7/15/2011,37.3,29.73,11.28,14.94
7/16/2011,25.03,25.01,7.86,12.94
7/17/2011,30.74,26.12,9.66,16.33
7/18/2011,40.13,33.4,10.09,16.47
7/19/2011,32.59,28.88,11.85,14.82
7/20/2011,39.64,28.58,10.31,15
7/21/2011,20.83,26.17,11.19,11.82
7/22/2011,28.54,32.23,23.59,18
7/23/2011,48.53,32.14,14.24,20.69
7/24/2011,29.03,23.97,13.76,14.18
7/25/2011,22.21,27.06,8.75,12.35
7/26/2011,28.64,28.99,23.01,12
7/27/2011,31.69,32.25,22.52,16.65
7/28/2011,34.53,32.42,15.62,14.76
7/29/2011,24.18,26.38,9.29,16.65
7/30/2011,28.19,26.32,9.97,15.18
7/31/2011,29.04,27.55,8.8,15.29
8/1/2011,21.97,22.58,6.97,14.79
8/2/2011,29.04,31.53,6.91,14.71
8/3/2011,35.63,27.62,9.34,14.93
8/4/2011,41.81,29.75,11.67,14.4
8/5/2011,69.53,32.77,11.23,15.63
8/6/2011,42.53,25.58,10.41,13.94
8/7/2011,42.53,29.81,12.11,16.5
8/8/2011,39.23,36.12,12.56,16
8/9/2011,28.99,26.33,10.06,17.56
8/10/2011,22.91,25.27,9.77,16.31
8/11/2011,35.2,27.39,10.26,15
8/12/2011,35.09,30.68,12.62,17.53
8/13/2011,41.63,31.86,13.6,17.12
8/14/2011,39.66,31.08,14.67,17.06
8/15/2011,42.29,34.13,15.88,16.44
8/16/2011,31.47,29.55,12,14.72
8/17/2011,35.87,28.64,12.6,16.94
8/18/2011,47.53,31.16,11.79,16.94
8/19/2011,45,35.64,17.41,15.71
8/20/2011,47.07,25.69,19.21,14.53
8/21/2011,38.98,24.47,13.61,13.41
8/22/2011,31.24,31.14,17.41,16.75
8/23/2011,66.71,35.09,23.1,19.94
8/24/2011,49.47,35.56,19.12,16.18
8/25/2011,55.66,36.25,16.55,15.11
8/26/2011,44.61,24.32,18.67,12.28
8/27/2011,41.51,21.75,16.98,14.78
8/28/2011,38.43,29.37,15.77,14.44
8/29/2011,37.39,28.89,15.62,16.56
8/30/2011,38.39,37.66,17.53,17.72
8/31/2011,47.4,40.41,15.73,16.17
9/1/2011,69.69,44.59,18.16,24.82
9/2/2011,53.41,37.72,14.33,17.76
9/3/2011,68.9,38.92,14.4,25.88
9/4/2011,53.39,34.11,16.4,19.53
9/5/2011,143.43,29.96,16.16,14.65
9/6/2011,224.65,36.62,15.26,19.61
9/7/2011,214.46,35.23,13.5,19.39
9/8/2011,181.77,34.55,14.63,18.67
9/9/2011,164.65,32.48,13.89,15.53
9/10/2011,109.72,31.15,15.11,18.12
9/11/2011,39.62,43.13,18,18.82
9/12/2011,45.18,40.17,16.66,21.24
9/13/2011,38.84,42.9,14.72,23
9/14/2011,55.38,42.05,19.36,21.33
9/15/2011,42.66,31.76,14.91,12.89
9/16/2011,39.4,31.86,13.34,14.33
9/17/2011,48.55,33.11,13.64,17.89
9/18/2011,54.3,25.47,17.08,12.56
9/19/2011,59.85,24.82,14.52,11.65
9/20/2011,63.47,28.48,12.48,12.88
9/21/2011,88.53,30.22,13.13,14.12
9/22/2011,54.77,32.11,13.44,18.61
9/23/2011,97.32,39.05,14.39,20.35
9/24/2011,81.52,37.13,15.86,21.65
9/25/2011,114.96,35.57,15.93,18.94
9/26/2011,209.66,36.46,17.33,15.6
9/27/2011,175.24,47.64,21.85,19.46
9/28/2011,75.04,42.19,12.75,21.54
9/29/2011,38.88,35.33,16.59,17
9/30/2011,47.34,41.5,18.23,17.38
10/1/2011,45.01,42.24,17.27,19.93
10/2/2011,50.96,36.1,17.77,16.14
10/3/2011,62.73,50.75,19.76,22.87
10/4/2011,68.17,53.19,22.55,30
10/5/2011,75.38,58.44,22.31,29.29
10/6/2011,81.17,46.57,23.42,25.06
10/7/2011,54.06,34.44,22.72,17
10/8/2011,25.29,24.11,16.52,11.67
10/9/2011,17.73,20.32,15.51,8.22
10/10/2011,31.9,22.26,16.44,14.33
10/11/2011,49.44,23.72,22.68,19
10/12/2011,45.87,24.9,21.43,18.24
10/13/2011,26.9,22.26,17.34,15.81
10/14/2011,38.53,22.79,21.68,12.94
10/15/2011,46.27,21.98,19.52,12.59
10/16/2011,42.83,18.97,21.85,14.41
10/17/2011,74.84,32.32,27.32,25.89
10/18/2011,103.71,41.33,33.09,38.5
10/19/2011,111.56,49.58,35.44,39.94
10/20/2011,86.64,37.18,25.09,29.06
10/21/2011,31.34,23.09,12.9,17.72
10/22/2011,45.96,23.15,11.76,17.5
10/23/2011,75.89,23.18,14.06,21.61
10/24/2011,44.03,21.35,13.8,19.61
10/25/2011,26.37,20.28,15.01,19.56
10/26/2011,35,18.63,16.34,18.94
10/27/2011,29.84,19.11,17.06,20.67
10/28/2011,40.77,21.58,18.3,20.65
10/29/2011,61.82,26.13,20.14,22.18
10/30/2011,91.25,31.56,21.57,28.59
10/31/2011,165.8,48.21,33.41,64.41
11/1/2011,185,52.43,31.74,79.89
11/2/2011,176.13,48.33,28.43,52.63
11/3/2011,141.3,39.93,28.12,44.28
11/4/2011,82,29.53,22.29,27.28
11/5/2011,66.83,25.21,19.71,26.78
11/6/2011,57.61,16.56,17.17,26.67
11/7/2011,50.6,16.34,13.21,18.56
11/8/2011,44.97,24.5,11.01,22.38
11/9/2011,108.83,60.25,17.76,45.56
11/10/2011,127.09,41.26,14.97,39.06
11/11/2011,47.2,20.69,13.79,33.72
11/12/2011,98.3,32.21,19.58,39.06
11/13/2011,165.59,46.86,27.88,48.5
11/14/2011,240.75,60.17,46.92,91.56
11/15/2011,244.92,69.04,46.96,102.89
11/16/2011,242.75,62.45,36.15,83.88
11/17/2011,276.43,63.4,40.03,107.65
11/18/2011,255.37,51.66,37.21,101.44
11/19/2011,145.13,32.42,28.04,59.56
11/20/2011,128.88,23.72,26.74,35.63
11/21/2011,119.33,29.58,33.43,27.75
11/22/2011,146.62,33.53,44.34,43
11/23/2011,132.68,42.57,34.19,29.93
11/24/2011,115.52,41.83,34.01,32.87
11/25/2011,159.6,48.69,25.46,35.13
11/26/2011,100.4,39.4,22.67,25.8
11/27/2011,115.63,60.94,33.18,33.6
11/28/2011,151.48,75.09,31.48,67.07
11/29/2011,165.75,37.75,25.11,54.87
11/30/2011,79.18,28.66,20.71,23.31
12/1/2011,58.95,24.71,31.23,26.59
12/2/2011,192.01,72.13,42.44,63.59
12/3/2011,173.15,72.97,44.86,76.06
12/4/2011,64.32,35.69,27.48,22.88
12/5/2011,52.61,36.6,17.95,21.35
12/6/2011,55.07,44.18,19.57,37.06
12/7/2011,132.02,51.26,28.05,47.82
12/8/2011,26.79,35.07,19.68,20.71
12/9/2011,61.65,63.78,26.45,37.06
12/10/2011,54.47,54.4,30.95,41.53
12/11/2011,84.14,34.82,21.37,29.47
12/12/2011,75.11,36.97,22.19,27.24
12/13/2011,52.95,36.83,19.32,29.65
12/14/2011,100.6,49.81,28.32,34.33
12/15/2011,44.6,48.93,23.41,30.39
12/16/2011,15.04,31.33,15.81,18.67
12/17/2011,16.24,23.73,14.54,15.94
12/18/2011,36.52,24.57,18.11,19.28
12/19/2011,32.75,26.49,19.84,17.44
12/20/2011,35.23,28.13,11.81,19.33
12/21/2011,78.97,42.16,36.15,29.06
12/22/2011,76.68,31.95,23.18,26.33
12/23/2011,69.57,34.96,16.84,26.06
12/24/2011,136.4,44.68,37.49,36.67
12/25/2011,71.9,23.56,18.35,24.56
12/26/2011,112.07,47.66,22.66,38.53
12/27/2011,125.9,48.41,29.24,42.76
12/28/2011,94.18,38.68,29.13,28.94
12/29/2011,100.2,31.92,24.36,29.47
12/30/2011,100.85,33.79,27.89,31.06
12/31/2011,83.14,30.3,21.21,34.06
1/1/2012,75.26,39.69,31.67,31.94
1/2/2012,116.87,54.59,37.47,47.31
1/3/2012,144.37,49.98,31.37,61
