Date,pm10,no2,so2,soot
1/4/2012,119.21,52.08,34.52,46
1/5/2012,38.9,34.64,23.17,18.94
1/6/2012,23.35,21.09,13.36,11
1/7/2012,33.08,22.96,12.56,14
1/8/2012,34.68,23.17,14.92,10.19
1/9/2012,29.97,23.37,13.59,13.44
1/10/2012,28.81,25.53,12.05,14.38
1/11/2012,51,32.44,14.95,21.31
1/12/2012,64.36,39.42,19.88,23.5
1/13/2012,71.4,35.29,20.79,24
1/14/2012,27.01,19.73,13.54,9.4
1/15/2012,27.71,15.62,12.09,7.93
1/16/2012,27.57,21.86,13.89,12.93
1/17/2012,34.56,24.25,16.09,15.2
1/18/2012,50.36,29.53,17.86,16.73
1/19/2012,62.59,47.55,35.62,29.33
1/20/2012,39.33,36.86,21.99,21.31
1/21/2012,34,27.37,15.75,15
1/22/2012,62.13,30.36,21.78,14.06
1/23/2012,71.39,43.28,27.81,37.94
1/24/2012,41.16,28.64,21,19.88
1/25/2012,29.4,17.28,13.38,15.31
1/26/2012,41.39,23.95,14.91,18.38
1/27/2012,68.06,28.1,22.09,29.87
1/28/2012,70.73,25.5,29.63,21.2
1/29/2012,42.85,15.66,22.95,17.33
1/30/2012,57.78,26.59,31.46,21.27
1/31/2012,68.47,31.28,27.03,26.2
2/1/2012,72.22,18.45,26.05,21
2/2/2012,54.96,26.55,32.91,22.6
2/3/2012,67.56,26.57,33.09,24.19
2/4/2012,81.73,26.84,20.93,26
2/5/2012,71.05,23.05,26.79,23.73
2/6/2012,92.5,27.21,33.8,25.56
2/7/2012,96.93,32.09,35.73,29.75
2/8/2012,63.3,32.06,49.57,18.5
2/9/2012,201.97,58.73,67.16,46.07
2/10/2012,174.86,49.76,67.82,34.33
2/11/2012,41.47,23.59,31.24,15.4
2/12/2012,88,32.16,46.13,22.8
2/13/2012,144.42,40.64,41.16,30.47
2/14/2012,105,58.33,43.09,40.77
2/15/2012,53.11,34.79,40.38,21.79
2/16/2012,31.04,18.95,21.82,17.31
2/17/2012,40.69,27.35,21.47,18.67
2/18/2012,60.83,44.38,28.48,36.75
2/19/2012,110.9,65.3,39.67,44.08
2/20/2012,102.5,64.84,29.96,37.64
2/21/2012,101.46,46,25.01,29.92
2/22/2012,173.69,49.28,26.97,32.67
2/23/2012,134.14,47.18,53.66,34.25
2/24/2012,80,48.65,37.95,35.56
2/25/2012,52.99,50.71,27.39,37
2/26/2012,52.11,39.55,22.96,29
2/27/2012,39.97,27.15,20.91,24.06
2/28/2012,43.47,35.28,18.95,24.14
2/29/2012,41.07,34.2,19.52,20.86
3/1/2012,56.77,40.15,25.82,29.5
3/2/2012,74.97,35.55,25.27,18.23
3/3/2012,79.61,30.14,19.84,18.23
3/4/2012,79.07,36.97,21.44,17.54
3/5/2012,43.94,33.63,27.54,14.69
3/6/2012,50.16,34.64,23.56,18.92
3/7/2012,43.99,32.87,25.48,15.54
3/8/2012,56.96,33.33,38.19,22.31
3/9/2012,68.88,37.96,28.58,38.08
3/10/2012,76.53,35.26,24.18,33.62
3/11/2012,85.45,29.76,21.18,33.62
3/12/2012,41.03,23.57,15.09,22.57
3/13/2012,60.4,32.29,21.15,30.71
3/14/2012,39.13,27.11,20.81,20.92
3/15/2012,45.47,32.9,24.14,25.23
3/16/2012,67,71.83,60.76,41.62
3/17/2012,70.7,63.63,49.19,43.38
3/18/2012,47.91,49.18,28.01,26.31
3/19/2012,63.11,47.71,33.7,27.15
3/20/2012,46.9,34.44,24.23,27
3/21/2012,64.93,49.45,25.12,40.38
3/22/2012,92.93,58.29,31.21,46.62
3/23/2012,87.24,63.39,39.89,45.69
3/24/2012,80.27,59.77,30.02,44.23
3/25/2012,61.31,41.31,20.25,29.46
3/26/2012,53.41,24.11,14.89,20.46
3/27/2012,84.44,29.23,20,23.83
3/28/2012,54.76,36.39,16.62,27.25
3/29/2012,45.5,28.88,20.03,25.23
3/30/2012,29.25,22.92,14.43,19
3/31/2012,33.33,29.6,28.02,21.38
4/1/2012,32.73,19.66,9.53,16
4/2/2012,43.52,31.18,14.2,28.62
4/3/2012,47.77,43.66,16.47,43.54
4/4/2012,58.57,32.77,12.75,37.42
4/5/2012,55.78,34.19,12.35,43.09
4/6/2012,53.38,28.84,10.94,32.18
4/7/2012,33.85,25.54,14.04,25.25
4/8/2012,22.18,18.85,9.44,21
4/9/2012,34.13,28.95,11.81,16.17
4/10/2012,40.17,36.7,17.72,17.91
4/11/2012,28.33,27.99,15.72,12.75
4/12/2012,26.7,26.36,13.79,7.08
4/13/2012,30.65,25.66,12.82,8.92
4/14/2012,38.6,22.62,11.59,6
4/15/2012,56.3,21.13,10.56,6.25
4/16/2012,26.75,29.58,14.62,8
4/17/2012,34.17,21.93,11.73,6.1
4/18/2012,51.24,20.15,10.17,10.9
4/19/2012,41.73,40.15,19.05,19.45
4/20/2012,31.2,47.79,14.31,24.33
4/21/2012,23.1,32.73,14.36,13.25
4/22/2012,24.07,31.45,15.47,13.75
4/23/2012,36.7,27.47,12.03,13.9
4/24/2012,25.87,25.68,11.96,10.8
4/25/2012,25.12,29.7,11.34,11.4
4/26/2012,31.5,38.74,19.12,16.73
4/27/2012,30.08,35.18,17.16,15.9
4/28/2012,31.32,38.85,10.4,10.4
4/29/2012,35.5,33.68,6.74,10.91
4/30/2012,35.3,35.77,9.61,7.45
5/1/2012,30.57,28.67,9.86,6.18
5/2/2012,35.07,42.08,16.41,14.67
5/3/2012,38.1,43.26,24.85,12.82
5/4/2012,27.45,54.04,14.71,14.33
5/5/2012,31.03,49.13,17.84,11.33
5/6/2012,22.81,36.58,17.29,8.67
5/7/2012,24.29,33.18,13.18,9.5
5/8/2012,17.79,27.28,11.14,7.83
5/9/2012,25.61,42.23,12.67,12.15
5/10/2012,33.19,51.94,14.96,13.08
5/11/2012,37.19,54.01,15.25,19.54
5/12/2012,47.67,49.9,18.22,20.08
5/13/2012,19.57,21.18,11.02,6.92
5/14/2012,18.99,32.79,10.88,10.92
5/15/2012,16.8,29.41,10.94,11.38
5/16/2012,25.14,36.21,12.02,11.85
5/17/2012,23.93,36.05,11.28,12.54
5/18/2012,27.27,38.98,12.26,17.54
5/19/2012,35.89,51.6,16.04,22.69
5/20/2012,33.45,43.46,14.46,20.38
5/21/2012,32.93,29.43,16.74,18.57
5/22/2012,37.45,31.09,15.16,18.17
5/23/2012,31.97,31,13.86,20.38
5/24/2012,32.67,34.61,13.66,19.23
5/25/2012,31.14,32.76,13.11,18.17
5/26/2012,37.44,34.52,14.34,14.92
5/27/2012,26.54,33.71,13.76,13.33
5/28/2012,25.3,37.42,14.97,14.33
5/29/2012,19.87,27.87,14.78,14.44
5/30/2012,26.63,47.07,16.28,9.36
5/31/2012,30.06,42.97,14.41,10
6/1/2012,25.21,35.51,15.66,14.23
6/2/2012,31.7,35.43,14.25,13.85
6/3/2012,26.99,34.48,16.24,19.31
6/4/2012,66.56,37.37,18.08,11.38
6/5/2012,20.7,35.66,12.31,13.57
6/6/2012,18.29,35.85,13.38,11.36
6/7/2012,30.21,48.09,20.68,14.29
6/8/2012,35.74,47.46,21.23,13.53
6/9/2012,87.99,48.17,16.62,15.8
6/10/2012,121.59,29.19,12.7,7.93
6/11/2012,50.36,35.08,13.74,13.47
6/12/2012,28.09,33.76,11.93,11.07
6/13/2012,24.26,29.48,11.96,11.47
6/14/2012,23.06,36.17,12.08,11.13
6/15/2012,32.81,46.46,14.55,16.33
6/16/2012,36.49,44.49,13.05,17.2
6/17/2012,39.66,29.17,11.31,12.07
6/18/2012,30.84,31.96,11.51,13.2
6/19/2012,28.7,33.66,11.96,15.87
6/20/2012,34.33,37.01,11.69,16.73
6/21/2012,46.68,34.27,10.25,14.47
6/22/2012,57.4,36.83,10.33,17.6
6/23/2012,42.08,30.73,10.69,13.71
6/24/2012,36.5,32.1,11.11,14.29
6/25/2012,59.7,31.34,11.25,14.07
6/26/2012,19.38,30.28,10.19,9.5
6/27/2012,32.68,40.9,11.07,14.86
6/28/2012,43.1,46.67,21.27,14.07
6/29/2012,45.85,43.39,15.75,14.73
6/30/2012,57.95,33.62,15.31,12.93
7/1/2012,58.21,29.83,13.21,13.73
7/2/2012,46.36,23.06,12.15,13.47
7/3/2012,31.34,26.9,10.72,15.2
7/4/2012,48.49,49.89,14.08,23.73
7/5/2012,66.87,70.08,17.88,24.07
7/6/2012,54.73,51.54,13.2,23.27
7/7/2012,59.78,52.14,16.47,19.33
7/8/2012,69.53,50.07,17.43,24
7/9/2012,53.9,52.97,16.84,20.93
7/10/2012,45.7,47.41,12.37,18.67
7/11/2012,51.71,49.88,16.02,24.67
7/12/2012,38.59,37.82,10.52,16.43
7/13/2012,41.59,44.56,14.86,21.93
7/14/2012,38.31,35.76,18.61,18.57
7/15/2012,44.66,25.76,12.11,16.86
7/16/2012,18.04,24.19,9.49,16
7/17/2012,25.87,32.31,9.26,18.85
7/18/2012,28.86,45.28,10.14,24.08
7/19/2012,26.91,40.66,15.18,22.92
7/20/2012,37.96,44.87,13.75,21.15
7/21/2012,28.18,34.39,11.23,20.54
7/22/2012,22.38,17.75,9.05,16.75
7/23/2012,15.97,27.73,9.79,20.64
7/24/2012,31.95,29.78,12.19,19.5
7/25/2012,71.32,33.11,11.12,20.33
7/26/2012,38.95,33.03,9.34,19.33
7/27/2012,27.45,35.31,9.3,19.42
7/28/2012,29.1,34.91,13.34,19.75
7/29/2012,40.04,27.76,11.48,19.67
7/30/2012,26.1,39.46,9.86,19.92
7/31/2012,23.75,34.51,10.12,22.07
8/1/2012,25.18,45.29,10.3,19.62
8/2/2012,31.54,45.83,12.45,18.58
8/3/2012,59.08,52.11,17.39,19.42
8/4/2012,60.9,47.79,16.15,15.83
8/5/2012,60.23,38,13.16,13.33
8/6/2012,65.72,47.35,18.19,12.33
8/7/2012,47.08,39.64,13.08,13.25
8/8/2012,47.03,34.48,10.62,9.58
8/9/2012,25.16,31.18,10.72,12.25
8/10/2012,31.54,33.1,10.68,12.85
8/11/2012,26.24,27.72,9.97,12.08
8/12/2012,17.61,28.1,10.2,11
8/13/2012,27.04,41.69,11.64,14.62
8/14/2012,32.91,45.38,10.74,16.08
8/15/2012,31.53,45.71,11.54,12.54
8/16/2012,39.82,53,12.29,15
8/17/2012,37.08,43.76,8.7,15.15
8/18/2012,38.8,35.58,9.66,13.77
8/19/2012,34.64,38.33,9.73,14.62
8/20/2012,39.16,55.06,11.95,14.85
8/21/2012,57.2,66.45,18.06,16.93
8/22/2012,72.48,70.29,23.15,15.21
8/23/2012,66.85,68.86,17.53,14.64
8/24/2012,95.5,75.55,19.28,15.4
8/25/2012,67.82,57.64,16.42,13.2
8/26/2012,74.28,40.63,12.61,14.13
8/27/2012,19.88,26.09,9.21,13.53
8/28/2012,24.1,38.18,10.85,12.2
8/29/2012,37.07,58.68,11.65,12.47
8/30/2012,45.33,65.43,13.32,12.33
8/31/2012,50.88,42.62,13.25,13.53
9/1/2012,29.86,30.61,14.16,11.87
9/2/2012,25.7,26.01,12.67,11
9/3/2012,39.31,32.12,12.73,10.27
9/4/2012,48.25,39.62,12.88,9.93
9/5/2012,69.33,58.68,13.23,11.87
9/6/2012,63.33,43.28,11.25,10.47
9/7/2012,39.69,42.39,10.53,10.21
9/8/2012,55.17,46.04,11.26,11.14
9/9/2012,41.76,47.8,11.1,10.79
9/10/2012,40.54,35.04,12.78,9.86
9/11/2012,35.16,29.18,10.86,12.46
9/12/2012,38.74,30.66,12.06,9.54
9/13/2012,31.84,30.09,10.94,9.23
9/14/2012,35.49,33.17,11.24,8.86
9/15/2012,34.23,33.26,10.05,7.43
9/16/2012,58.54,30.2,10.83,8.86
9/17/2012,33.77,35.03,9.27,8.31
9/18/2012,27.83,30.58,12.18,9.08
9/19/2012,49.64,35,12.43,8.15
9/20/2012,10.95,31.49,9.37,8.77
9/21/2012,20.83,44.82,10.93,10.92
9/22/2012,33.5,58.9,16.16,10.31
9/23/2012,58.24,51.71,20.5,10.38
9/24/2012,49.03,54.61,17.85,9.62
9/25/2012,79.33,52.31,12.65,9.93
9/26/2012,85.78,62.14,19.33,9.29
9/27/2012,47,63.49,13.87,9.14
9/28/2012,79.73,47.41,10.92,9.23
9/29/2012,57.38,49.15,14.04,8.54
9/30/2012,92.98,49.76,12.69,9.62
10/1/2012,26.12,49.75,9.47,18.25
10/2/2012,31.47,36.86,12.26,21.57
10/3/2012,43,39.59,8.53,22.57
10/4/2012,35.18,50.96,8.49,30.71
10/5/2012,44.78,55.01,8.44,30.14
10/6/2012,63.84,65.15,12.54,36.29
10/7/2012,43.53,52.78,11.76,26.14
10/8/2012,45.25,37.29,11.18,19.23
10/9/2012,62.8,53.55,9.79,26.4
10/10/2012,64.19,46.29,12.18,25.5
10/11/2012,47.83,38.16,11.19,22.07
10/12/2012,63.73,40.08,11.58,23.29
10/13/2012,65.94,35.96,10.41,20.64
10/14/2012,60.89,29.79,13.21,20.93
10/15/2012,38.93,38.16,12.77,25.21
10/16/2012,24.66,34.03,9.4,18.29
10/17/2012,34.13,42.09,12.17,22.2
10/18/2012,43.14,36.85,11.99,23.47
10/19/2012,54.2,57.38,14.16,28.87
10/20/2012,66.64,50.78,12.62,30.47
10/21/2012,32.73,24.04,10.59,19.27
10/22/2012,61.18,51.63,12.26,31.73
10/23/2012,102.6,47.01,12.28,33.07
10/24/2012,93.05,31.27,9.95,26.07
10/25/2012,96.53,34.92,18.46,27.29
10/26/2012,89.41,38.77,17.68,30.36
10/27/2012,40.13,23.64,10.48,19.64
10/28/2012,25.79,19.14,7.47,19.64
10/29/2012,28.43,24,8.05,20.85
10/30/2012,42.6,34.72,12.07,29.85
10/31/2012,56.57,36.85,14.84,32.15
11/1/2012,29.82,24.1,10.96,24.85
11/2/2012,52.91,54.62,19.72,32.08
11/3/2012,51.03,44.94,12.28,25.5
11/4/2012,55.12,45.38,14.5,30
11/5/2012,28.77,23.75,9.69,18
11/6/2012,36.06,34.47,10.18,22.85
11/7/2012,27.15,36.54,10.2,24.54
11/8/2012,48.85,44.27,17.94,27.54
11/9/2012,66.96,46.25,14.84,35.93
11/10/2012,56.93,29.7,13.19,23.23
11/11/2012,32.9,23.1,11.27,21.77
11/12/2012,95.65,48.67,16.97,38.77
11/13/2012,87.48,35.36,12.73,30.57
11/14/2012,34.81,31.61,10.74,20.79
11/15/2012,25.81,29.88,9.99,18.64
11/16/2012,63.32,34.98,14.8,23.15
11/17/2012,41.86,30.15,18.44,16.92
11/18/2012,39.39,23.82,14.16,17.08
11/19/2012,39.44,29.29,13.9,20.77
11/20/2012,22.13,29.88,12.92,18.08
11/21/2012,24.61,26.5,11.41,21
11/22/2012,59.12,33.63,18.7,22.62
11/23/2012,52.02,34,18.64,28.15
11/24/2012,146.87,47.45,21.15,45
11/25/2012,172.58,48.18,19.85,55.23
11/26/2012,125.02,59.35,25.39,47.42
11/27/2012,75.65,54.17,21.85,39.08
11/28/2012,49.41,35.1,18.04,29
11/29/2012,20.41,34.18,12.5,21.17
11/30/2012,27.58,28.03,10.17,21.25
12/1/2012,44.66,26.16,12.48,18.09
12/2/2012,58.08,28.45,15.7,15.36
12/3/2012,22.85,25.28,11.23,15.18
12/4/2012,35.84,35.95,15.94,22.18
12/5/2012,36.74,32.35,13.18,23.64
12/6/2012,56.71,30.99,12.88,23.91
12/7/2012,50.59,32.59,15.78,22.82
12/8/2012,40.13,24.67,16.77,19.55
12/9/2012,56.29,28.97,17.63,21.09
12/10/2012,159.66,63.38,38.95,34.64
12/11/2012,138.25,45.34,31.44,23.91
12/12/2012,51.73,37.18,25.34,17.64
12/13/2012,100.58,54.73,33.53,23.36
12/14/2012,52.58,34.31,27.47,12.91
12/15/2012,42.07,27.77,22.89,10.45
12/16/2012,118.17,42.4,22.06,19.64
12/17/2012,77.17,30.66,30.88,8.36
12/18/2012,23.28,26.53,30.24,8.42
12/19/2012,37.99,36.67,28.41,17.85
12/20/2012,74.31,38.27,18.22,18.69
12/21/2012,122.02,44.84,24.48,30.08
12/22/2012,90.2,34.05,21.75,20
12/23/2012,102.05,41.9,32.95,22.08
12/24/2012,168.75,81.88,40.53,30.92
12/25/2012,272.55,100.21,48.34,46.62
12/26/2012,277.25,92.82,49.87,48.08
12/27/2012,37.19,57.71,30.58,27.23
12/28/2012,68.39,47.6,24.75,28.54
12/29/2012,41.11,41.51,23.47,22
12/30/2012,62.55,42.37,21.97,23.15
12/31/2012,116.55,42.79,21.5,24.77
1/1/2013,99.49,42.02,25.51,32.99
1/2/2013,131.54,52.04,28.64,38.22
1/3/2013,97.46,44.77,28.46,37.82
1/4/2013,50.96,30.91,26.24,26.28
1/5/2013,23.56,23.28,14.78,18.46
1/6/2013,31.46,20.98,14.49,18.39
1/7/2013,18.68,15.54,13.65,16.2
1/8/2013,46.2,29.98,18.27,24.04
1/9/2013,112.68,39.36,22.47,23.51
1/10/2013,121.79,43.85,30.06,31.37
1/11/2013,90.59,37.15,25.29,30.19
1/12/2013,38.34,30.66,19.29,20.33
1/13/2013,50.2,26.46,22.53,18.82
1/14/2013,32.93,21.64,19.55,16.09
1/15/2013,33.68,29.83,17.58,17.39
1/16/2013,63.5,36.4,19.72,22.39
1/17/2013,59.38,31.59,24.91,20.68
1/18/2013,34.18,27.67,16.04,18.26
1/19/2013,59.93,29.54,22.45,23.87
1/20/2013,52.4,31.22,20.94,19.67
1/21/2013,33.76,25.38,17.73,15.79
1/22/2013,39.93,26.66,15.76,19.53
1/23/2013,58.76,34.92,17.08,20.28
1/24/2013,45.16,29.79,20.26,15.88
1/25/2013,56.1,27.81,14.06,16.39
1/26/2013,78.56,27.19,15.64,21.07
1/27/2013,85.79,30.01,23.88,20.16
1/28/2013,100.43,43.86,27.39,23.25
1/29/2013,79.28,40.64,22.51,21.73
1/30/2013,103.65,46.18,30.95,25.75
1/31/2013,67.48,41.43,27.04,22.52
2/1/2013,60.25,36.18,25.88,21.25
2/2/2013,34.88,26.9,19.96,17.34
2/3/2013,21.56,23.01,13.21,18.81
2/4/2013,49.98,36.71,23.93,20.82
2/5/2013,76.6,42.06,25.88,25.01
2/6/2013,54.64,37.25,23.47,21.74
2/7/2013,34.86,24.44,17.16,20.69
2/8/2013,52.81,25.15,18.46,20.59
2/9/2013,65.89,23.09,17.37,16.69
2/10/2013,61.24,22.38,16.43,16.76
2/11/2013,89.79,35.88,32.41,19.03
2/12/2013,38.59,23.77,27.06,16.76
2/13/2013,35.36,21.89,20.19,12.95
2/14/2013,58.81,24,17.51,13.64
2/15/2013,81.76,22.82,23.95,14.64
2/16/2013,102.42,23.01,19.13,17.91
2/17/2013,93,24.72,18.7,15.85
2/18/2013,71.06,26.12,22.48,12.56
2/19/2013,78.61,26.42,18.66,15.68
2/20/2013,101.58,30.94,24.8,14.07
2/21/2013,45.74,28.56,15.67,12.88
2/22/2013,64.19,36.02,19.04,18.09
2/23/2013,79.51,22.02,15.52,12.26
2/24/2013,16.21,13.88,11.65,12.05
2/25/2013,17.65,19.53,14.22,11.58
2/26/2013,23.05,22.79,13.39,15.74
2/27/2013,32.75,28.06,15.19,23.7
2/28/2013,93.7,40.17,25.62,37.24
3/1/2013,128.3,42.33,31.83,31.71
3/2/2013,63.58,36.59,18.74,30.93
3/3/2013,110,42.93,29.96,32.57
3/4/2013,76.8,40.46,21.14,30.73
3/5/2013,70.16,36.03,21.94,30.07
3/6/2013,56,27.57,18.22,19.67
3/7/2013,38.2,32.37,16.17,19
3/8/2013,67.23,48.09,22.91,22
3/9/2013,49.14,42.12,20.07,23.27
3/10/2013,39.56,36.83,17.37,18.33
3/11/2013,64.7,38.94,14.84,21.2
3/12/2013,38.3,38.27,15.97,15.47
3/13/2013,34.1,35.76,15.12,14.93
3/14/2013,30.16,28.02,14.3,12.69
3/15/2013,43.58,25.87,14.76,11
3/16/2013,49.33,28.05,17.48,10.43
3/17/2013,50.08,32.73,23.21,12.64
3/18/2013,40.6,21.62,17.46,13.57
3/19/2013,29.21,32.94,14.83,12.93
3/20/2013,37.56,35.48,16.07,12.53
3/21/2013,33.63,26.83,12.51,10.8
3/22/2013,39.37,22.98,12.77,13.47
3/23/2013,48.96,23.5,13.09,14.73
3/24/2013,38.2,21.4,14.18,12.67
3/25/2013,42.97,20.03,14.01,14.4
3/26/2013,36.9,29.42,13.81,22.57
3/27/2013,47.65,31.11,14.62,25.67
3/28/2013,35.36,22.46,16.16,23.6
3/29/2013,21.35,18.14,13.56,20.07
3/30/2013,36.33,23.16,14.08,24.53
3/31/2013,38.41,21.07,11.62,21.07
4/1/2013,48.76,30.74,14.73,22.4
4/2/2013,54.2,28.61,17.72,20.87
4/3/2013,29.43,24.48,16.17,20.73
4/4/2013,44.44,28.62,16.74,19
4/5/2013,44.62,27.16,16.07,20.2
4/6/2013,33.73,24.43,11.97,19
4/7/2013,36.77,21.08,10.77,17.67
4/8/2013,31.41,28.92,14.15,17.79
4/9/2013,21.31,27.88,15.05,19.38
4/10/2013,35.68,33.86,13.43,20.93
4/11/2013,30.09,36.6,16.12,20.79
4/12/2013,28.09,37.61,17.55,19.79
4/13/2013,27,36.36,12.14,20.64
4/14/2013,26.43,33.47,11.52,20.43
4/15/2013,25.49,33.89,11.36,18.21
4/16/2013,51.7,45.15,14.62,20.67
4/17/2013,45.13,45.27,13.02,19.67
4/18/2013,43.29,42.96,14.71,19.2
4/19/2013,46.03,41.03,12.73,18.21
4/20/2013,53.54,46.74,13.76,17.79
4/21/2013,55.32,44.49,16.28,20.14
4/22/2013,41.23,28.42,12.56,20.57
4/23/2013,32.13,43.01,12.98,21.93
4/24/2013,36.78,55.08,15.71,24.87
4/25/2013,42.64,56.94,15.8,24.67
4/26/2013,47.81,56.84,15.46,27.67
4/27/2013,33.96,38.09,13.05,23.27
4/28/2013,34.91,34.44,14.23,22.07
4/29/2013,47.73,52.08,16.21,26.07
4/30/2013,63.87,46.9,18.03,25.21
5/1/2013,56.36,33.26,16.17,22.71
5/2/2013,50.74,28.26,13.91,20.92
5/3/2013,39.74,28.73,15.08,18.67
5/4/2013,42.24,34.67,12.93,22
5/5/2013,38.26,28.33,11.56,21.5
5/6/2013,33.8,22.16,11.91,21.08
5/7/2013,43.03,32.67,12.1,32.91
5/8/2013,29.36,30.99,12.21,23.97
5/9/2013,33.65,30.16,11.52,19.67
5/10/2013,24.03,38.3,12.77,21
5/11/2013,30.53,33.19,12.44,19.13
5/12/2013,22.96,22.56,10.22,19.33
5/13/2013,23.76,25.67,10.04,18.38
5/14/2013,24.93,30.46,10.88,19.31
5/15/2013,29.91,39.25,12.55,19.06
5/16/2013,22.16,35.04,12.07,19.19
5/17/2013,25.9,31.57,12.96,19.5
5/18/2013,21.64,34.27,15.05,20
5/19/2013,44.06,32.49,9.78,21.31
5/20/2013,24.55,32.39,11.62,20.13
5/21/2013,22.03,30.34,13.29,20.56
5/22/2013,17.36,24.06,12.15,20.07
5/23/2013,16.25,26.81,11.19,19.2
5/24/2013,22.51,26.01,12.81,20.73
5/25/2013,15.78,25.9,8.93,20.67
5/26/2013,21.61,24.94,13.63,20.13
5/27/2013,14.8,27.21,15.96,19.4
5/28/2013,16.09,30.86,17.85,25.47
5/29/2013,36.79,29.75,13.54,22.2
5/30/2013,33.49,35.14,12.67,24.2
5/31/2013,24.29,33.95,14.64,25.27
6/1/2013,15.25,32.86,14.58,22.4
6/2/2013,19.49,28.92,11.95,22
6/3/2013,20.49,24.25,11.21,18.67
6/4/2013,11.9,25.26,11.39,12.43
6/5/2013,20.49,27.63,11.06,14.07
6/6/2013,37.54,30.89,11.94,15.47
6/7/2013,33.76,28.24,11.54,13.33
6/8/2013,32.57,27.07,11.74,13.07
6/9/2013,34.89,26.56,13.85,14.93
6/10/2013,29.47,29.14,13.91,16.21
6/11/2013,23.03,29.18,15.56,13.57
6/12/2013,27.74,25.35,11.38,11.36
6/13/2013,26.43,29.23,9.7,14.6
6/14/2013,29.18,32.66,8.39,16.14
6/15/2013,29.81,35.86,11.12,15.64
6/16/2013,32.54,35.98,9.9,16.5
6/17/2013,32.18,43.18,9.99,17
6/18/2013,39.81,49.28,13.92,18.81
6/19/2013,41.08,50.81,11.41,19
6/20/2013,41.2,35.44,12.08,17.13
6/21/2013,45.38,33.22,11.42,18.25
6/22/2013,52.24,31.97,10.26,20.75
6/23/2013,30.81,28.15,10.89,18.44
6/24/2013,30.7,27.17,8.52,21.47
6/25/2013,17.06,26.41,5.94,21.6
6/26/2013,13.16,24.93,6.5,20
6/27/2013,18.9,27.41,7.56,21.06
6/28/2013,25.75,32.73,9.48,21.81
6/29/2013,26.3,32.19,6.99,23.75
6/30/2013,21.01,21.05,7.24,21.5
7/1/2013,20.31,24.09,8.31,21.57
7/2/2013,27.54,30.22,8.3,22.21
